raw_start,length
40560046,4
40560054,13
40560068,1
40560070,2
40560074,2
40560078,3
40560082,2
40560085,2
40560088,1
40560132,4
40560146,1
40560148,1
40560150,36
40560198,1
40560200,1
40560202,36
40560264,16
40560281,2
40560284,8
40560293,16
40560310,1
40560312,7
40560320,13
40560334,2
40560337,4
40560343,6
40560350,4
40560356,2
40560359,7
40560367,3
40560371,52
40560424,9
40560434,5
40560440,3
40560444,6
40560451,4
40560456,15
40560472,2
40560475,4
40560480,5
40560486,5
40560492,7
40560500,1
40560502,9
40560512,6
40560519,17
40560537,4
40560542,3
40560546,2
40560549,1
40560551,2
40560554,1
40560556,3
40560560,4
40560565,1
40560567,5
40560573,5
40560579,1
40560583,6
40560590,5
40560596,2
40560600,2
40560603,3
40560608,8
40560617,4
40560622,5
40560629,3
40560633,3
40560637,1
40560640,33
40560674,6
40560681,14
40560697,14
40560712,8
40560721,4
40560726,3
40560730,11
40560742,6
40560749,1
40560751,1
40560753,4
40560758,14
40560773,26
40560800,13
40560814,1
40560816,8
40560825,19
40560845,24
40560870,3
40560875,3
40560879,2
40560882,2
40560885,2
40560888,7
40560896,24
40560921,8
40560930,3
40560934,2
40560937,7
40560945,18
40560964,30
40560995,3
40560999,1
40561001,3
40561005,12
40561018,5
40561024,28
40561053,3
40561059,5
40561066,3
40561070,4
40561075,2
40561078,1
40561080,7
40561088,9
40561098,9
40561108,1
40561110,2
40561115,10
40561126,5
40561132,5
40561138,1
40561140,1
40561142,6
40561149,3
40561153,1
40561155,4
40561160,28
40561189,6
40561196,4
40561201,7
40561209,24
40561235,2
40561238,6
40561245,1
40561247,5
40561253,11
40561265,11
40561277,8
40561286,19
40561306,6
40561313,9
40561323,4
40561328,1
40561330,14
40561346,24
40561371,2
40561374,13
40561388,8
40561397,3
40561401,3
40561405,2
40561408,1
40561410,1
40561413,19
40561433,14
40561448,5
40561454,18
40561473,10
40561484,3
40561488,12
40561501,10
40561512,1
40561514,2
40561517,2
40561520,10
40561531,10
40561543,30
40561574,15
40561590,3
40561594,4
40561599,2
40561602,2
40561605,4
40561610,5
40561617,5
40561623,3
40561627,3
40561632,18
40561651,10
40561662,7
40561670,19
40561690,1
40561692,22
40561715,3
40561719,2
40561723,4
40561728,11
40561740,2
40561743,1
40561745,1
40561747,1
40561749,8
40561758,4
40561764,5
40561770,8
40561779,7
40561787,1
40561789,4
40561794,2
40561797,1
40561799,19
40561819,2
40561823,1
40561825,9
40561835,5
40561841,4
40561846,2
40561849,6
40561856,1
40561859,1
40561861,2
40561864,3
40561868,1
40561870,1
40561872,1
40561875,1
40561877,1
40561879,6
40561886,1
40561888,28
40561917,1
40561919,1
40561921,6
40561928,16
40561946,10
40561957,5
40561965,1
40561967,1
40561969,9
40561980,10
40561993,2
40561996,2
40561999,11
40562011,2
40562015,2
40562018,4
40562024,1
40562027,3
40562032,4
40562037,1
40562039,2
40562042,1
40562044,29
40562074,1
40562076,2
40562079,12
40562092,3
40562096,6
40562103,8
40562112,6
40562119,4
40562124,3
40562128,11
40562140,4
40562145,10
40562156,7
40562164,3
40562169,13
40562184,20
40562206,4
40562211,1
40562213,2
40562217,2
40562220,3
40562224,22
40562247,1
40562250,6
40562257,1
40562259,1
40562261,4
40562266,14
40562281,1
40562284,4
40562289,5
40562295,1
40562299,29
40562329,5
40562335,1
40562337,24
40562362,6
40562370,1
40562372,11
40562385,4
40562390,2
40562393,4
40562398,2
40562401,7
40562409,4
40562414,9
40562424,1
40562427,3
40562431,2
40562434,23
40562458,9
40562468,1
40562470,12
40562483,27
40562511,4
40562516,6
40562523,2
40562526,2
40562529,1
40562531,3
40562535,7
40562544,3
40562548,3
40562552,2
40562555,1
40562557,3
40562562,1
40562565,3
40562588,4
40562610,2
40562614,2
40562620,1
40562624,1
40562628,2
40562632,1
40562636,2
40562642,1
40562648,6
40562655,4
40562660,4
40562665,1
40562667,34
40562702,1
40562705,1
40562707,7
40562715,3
40562719,12
40562732,1
40562734,1
40562736,1
40562738,4
40562743,4
40562748,5
40562754,10
40562765,21
40562787,17
40562805,9
40562815,1
40562817,18
40562836,1
40562838,10
40562849,8
40562858,6
40562865,10
40562876,2
40562879,10
40562890,1
40562892,24
40562917,1
40562919,82
40563002,10
40563013,56
40563070,114
40563185,17
40563203,46
40563250,11
40563262,5
40563268,9
40563278,7
40563286,15
40563302,42
40563345,36
40563382,44
40563427,1
40563429,8
40563438,1
40563440,15
40563456,7
40563464,2
40563467,20
40563488,22
40563511,5
40563517,11
40563529,1
40563531,12
40563545,1
40563547,28
40563576,1
40563578,1
40563580,18
40563599,17
40563617,33
40563651,26
40563679,16
40563696,1
40563698,5
40563704,1
40563706,1
40563708,9
40563718,5
40563724,73
40563798,69
40563868,1
40563870,6
40563877,13
40563891,9
40563901,1
40563903,26
40563930,6
40563937,3
40563941,8
40563951,1
40563953,1
40563955,13
40563969,11
40563981,11
40563993,52
40564047,1
40564049,7
40564057,8
40564066,1
40564068,3
40564072,6
40564079,19
40564099,1
40564101,1
40564103,14
40564118,1
40564120,15
40564136,52
40564189,153
40564343,8
40564352,29
40564382,13
40564396,29
40564426,16
40564443,11
40564455,30
40564486,2
40564489,66
40564556,35
40564592,18
40564611,1
40564613,10
40564624,6
40564631,4
40564636,7
40564644,4
40564649,1
40564651,4
40564656,12
40564672,13
40564686,1
40564688,2
40564692,2
40564696,3
40564700,2
40564703,2
40564706,1
40564750,4
40564758,13
40564772,1
40564774,2
40564778,2
40564782,3
40564786,2
40564789,2
40564792,1
40564836,4
40564850,1
40564852,1
40564854,36
40564902,1
40564904,1
40564906,36
40564962,2
40564966,2
40564972,1
40564976,1
40564980,2
40564984,1
40564988,2
40564994,1
40565000,12
40565013,14
40565028,1
40565030,6
40565037,30
40565068,1
40565070,1
40565072,40
40565113,7
40565121,1
40565123,9
40565133,1
40565135,1
40565137,10
40565148,5
40565154,29
40565184,12
40565197,16
40565214,13
40565228,1
40565230,4
40565235,1
40565237,9
40565247,41
40565289,6
40565296,1
40565298,6
40565305,1
40565307,1
40565309,52
40565362,5
40565368,3
40565372,11
40565385,4
40565390,4
40565395,8
40565404,3
40565408,41
40565450,4
40565455,5
40565461,11
40565473,4
40565478,9
40565488,1
40565490,14
40565505,8
40565514,41
40565556,6
40565563,3
40565567,18
40565586,10
40565597,3
40565601,13
40565615,4
40565621,3
40565625,8
40565634,1
40565636,5
40565642,3
40565646,12
40565659,6
40565667,6
40565674,19
40565694,28
40565723,112
40565836,47
40565884,49
40565934,40
40565975,51
40566027,12
40566040,38
40566079,1
40566081,1
40566083,5
40566089,17
40566107,1
40566109,1
40566111,3
40566115,1
40566117,11
40566129,8
40566139,16
40566156,18
40566175,10
40566186,2
40566189,3
40566193,13
40566207,13
40566221,4
40566226,7
40566234,5
40566240,18
40566259,1
40566261,4
40566266,2
40566269,8
40566278,1
40566281,6
40566288,2
40566291,11
40566303,34
40566338,21
40566360,3
40566364,4
40566369,8
40566378,37
40566416,8
40566425,17
40566443,7
40566451,26
40566478,1
40566480,1
40566482,7
40566490,9
40566500,9
40566510,4
40566515,4
40566520,33
40566554,7
40566562,6
40566569,1
40566571,7
40566579,9
40566589,5
40566595,3
40566599,1
40566601,17
40566619,3
40566623,14
40566638,9
40566648,7
40566656,1
40566658,1
40566660,10
40566671,6
40566678,1
40566680,3
40566684,2
40566687,10
40566698,9
40566708,24
40566733,1
40566735,13
40566749,24
40566774,37
40566812,1
40566814,1
40566816,4
40566821,1
40566823,1
40566825,7
40566833,7
40566841,12
40566854,7
40566862,39
40566902,12
40566915,31
40566947,7
40566955,25
40566981,16
40566998,6
40567005,9
40567015,5
40567024,13
40567038,1
40567040,2
40567044,2
40567048,3
40567052,2
40567055,2
40567058,1
40567102,4
40567110,13
40567124,1
40567126,2
40567130,2
40567134,3
40567138,2
40567141,2
40567144,1
40567188,4
40567202,1
40567204,1
40567206,36
40567254,1
40567256,1
40567258,36
40567314,2
40567318,2
40567324,1
40567332,2
40567336,1
40567340,2
40567346,1
40567352,321
40567674,58
40567733,251
40567985,293
40568279,103
40568383,181
40568565,180
40568746,5
40568752,8
40568761,254
40569016,221
40569238,6
40569245,29
40569275,281
40569557,91
40569666,2
40569670,2
40569676,1
40569684,2
40569688,1
40569692,2
40569698,1
40569704,113
40569818,20
40569839,88
40569928,49
40569978,2
40569981,7
40569989,135
40570125,194
40570320,68
40570389,4
40570394,13
40570408,51
40570460,5
40570466,8
40570475,42
40570518,25
40570544,5
40570550,106
40570657,1
40570659,56
40570716,21
40570738,21
40570760,1
40570762,50
40570813,27
40570841,223
40571065,7
40571073,17
40571091,49
40571141,46
40571188,63
40571252,92
40571345,17
40571363,144
40571508,34
40571543,37
40571581,98
40571680,7
40571688,15
40571704,15
40571720,149
40571870,2
40571873,95
40571969,31
40572018,2
40572022,2
40572028,1
40572032,1
40572036,2
40572040,1
40572044,2
40572050,1
40572056,144
40572201,676
40572878,30
40572909,21
40572931,436
40573368,41
40573410,118
40573529,823
40574370,2
40574374,2
40574380,1
40574384,1
40574388,2
40574392,1
40574396,2
40574402,1
40574408,318
40574727,40
40574768,158
40574927,190
40575118,24
40575143,63
40575207,7
40575215,319
40575535,267
40575803,200
40576004,445
40576450,53
40576504,200
40576722,2
40576726,2
40576732,1
40576736,1
40576740,2
40576744,1
40576748,2
40576754,1
40576760,86
40576847,471
40577319,528
40577848,21
40577870,143
40578014,13
40578028,239
40578268,65
40578334,81
40578416,292
40578709,347
40579082,2
40579086,11
40579099,14
40579114,3
40579118,2
40579121,3
40579125,14
40579140,3
40579144,3
40579148,2
40579152,1
40579154,5
40579160,4
40579165,1
40579168,2
40579171,5
40579180,1
40579182,1
40579185,2
40579188,2
40579192,1
40579194,1
40579196,1
40579198,9
40579208,20
40579229,1
40579231,9
40579241,5
40579248,1
40579250,1
40579254,2
40579260,4
40579265,3
40579269,11
40579281,1
40579283,5
40579289,3
40579293,2
40579299,1
40579302,5
40579308,10
40579320,3
40579324,3
40579328,3
40579332,2
40579335,19
40579355,7
40579363,4
40579368,1
40579370,1
40579372,1
40579374,4
40579379,13
40579393,5
40579399,1
40579402,1
40579404,3
40579408,9
40579418,1
40579420,2
40579423,1
40579426,2
40579429,1
40579431,4
40579436,3
40579440,6
40579447,1
40579449,6
40579456,6
40579464,18
40579484,2
40579487,1
40579489,1
40579491,1
40579493,1
40579495,1
40579499,10
40579510,1
40579513,1
40579515,5
40579521,1
40579523,1
40579525,6
40579532,2
40579537,1
40579539,3
40579543,1
40579545,5
40579551,1
40579553,4
40579561,1
40579563,1
40579565,5
40579571,3
40579575,3
40579579,2
40579582,1
40579585,3
40579589,1
40579592,18
40579611,5
40579617,1
40579619,3
40579623,15
40579640,4
40579645,1
40579649,8
40579659,3
40579663,9
40579673,1
40579675,1
40579678,7
40579686,3
40579690,6
40579697,3
40579702,7
40579710,7
40579718,20
40579740,1
40579744,8
40579753,6
40579760,1
40579762,1
40579764,3
40579768,3
40579772,1
40579774,12
40579787,14
40579803,5
40579811,4
40579816,3
40579820,10
40579831,7
40579839,3
40579843,1
40579845,29
40579875,21
40579897,2
40579901,6
40579908,9
40579921,1
40579923,5
40579929,3
40579933,3
40579938,5
40579944,4
40579949,8
40579958,2
40579962,4
40579967,1
40579970,25
40579997,4
40580003,4
40580009,2
40580013,12
40580026,2
40580029,3
40580033,6
40580040,5
40580046,5
40580052,6
40580059,8
40580068,3
40580072,6
40580079,2
40580083,14
40580099,2
40580102,19
40580122,2
40580127,2
40580131,1
40580135,2
40580138,4
40580143,4
40580148,7
40580157,3
40580161,2
40580164,2
40580170,5
40580177,3
40580182,2
40580187,10
40580201,3
40580205,8
40580216,34
40580252,2
40580255,3
40580259,10
40580270,7
40580278,3
40580283,1
40580285,1
40580287,2
40580290,3
40580294,7
40580302,5
40580309,1
40580311,3
40580316,1
40580319,4
40580324,7
40580334,7
40580343,3
40580347,7
40580356,25
40580382,3
40580387,8
40580397,4
40580402,8
40580411,5
40580417,3
40580421,2
40580424,13
40580438,14
40580454,2
40580458,2
40580461,4
40580466,7
40580474,5
40580480,4
40580485,19
40580505,2
40580508,18
40580527,7
40580535,1
40580537,10
40580548,9
40580558,3
40580563,7
40580571,1
40580573,5
40580581,12
40580594,6
40580601,1
40580603,1
40580605,3
40580611,4
40580616,17
40580634,8
40580643,9
40580655,7
40580663,3
40580667,3
40580671,15
40580687,2
40580690,12
40580703,2
40580706,8
40580715,12
40580728,3
40580732,6
40580739,24
40580764,7
40580772,3
40580776,11
40580789,24
40580814,5
40580820,11
40580832,12
40580845,6
40580852,10
40580863,2
40580867,21
40580889,1
40580891,1
40580893,4
40580898,7
40580907,3
40580911,4
40580917,1
40580919,2
40580922,2
40580925,1
40580927,2
40580930,3
40580934,2
40580937,3
40580943,5
40580949,8
40580959,26
40580986,2
40580990,1
40580992,1
40580994,2
40580997,1
40580999,20
40581020,4
40581027,4
40581033,25
40581059,3
40581063,1
40581065,1
40581067,4
40581072,4
40581078,1
40581081,4
40581086,5
40581092,1
40581094,14
40581110,5
40581116,11
40581128,23
40581152,2
40581156,4
40581161,3
40581165,1
40581169,2
40581172,4
40581177,1
40581182,1
40581185,18
40581204,1
40581206,2
40581209,6
40581216,11
40581228,11
40581240,3
40581244,31
40581277,15
40581293,2
40581296,1
40581298,7
40581306,1
40581308,2
40581311,7
40581320,3
40581324,3
40581328,3
40581332,3
40581338,1
40581340,1
40581342,7
40581350,5
40581356,18
40581375,2
40581379,1
40581382,2
40581404,4
40581426,2
40581430,2
40581436,1
40581440,1
40581444,2
40581448,1
40581452,2
40581458,1
40581464,93
40581558,2
40581561,44
40581606,31
40581638,48
40581687,58
40581746,223
40581970,104
40582075,84
40582160,368
40582529,49
40582579,9
40582589,34
40582624,165
40582790,17
40582808,3
40582812,14
40582827,6
40582834,8
40582843,6
40582850,14
40582865,9
40582875,48
40582924,8
40582933,16
40582950,4
40582955,5
40582961,47
40583009,20
40583030,30
40583061,4
40583067,16
40583084,9
40583094,15
40583110,3
40583114,3
40583118,6
40583125,10
40583136,1
40583138,45
40583184,1
40583186,8
40583195,1
40583197,5
40583203,5
40583209,17
40583227,22
40583250,2
40583253,1
40583255,10
40583266,3
40583270,12
40583283,16
40583300,49
40583350,1
40583352,1
40583354,11
40583366,1
40583368,1
40583370,9
40583380,3
40583384,45
40583430,9
40583440,1
40583442,16
40583459,78
40583538,49
40583588,70
40583659,19
40583679,81
40583778,2
40583782,2
40583788,1
40583792,1
40583796,2
40583800,1
40583804,2
40583810,1
40583816,3
40583820,105
40583926,27
40583954,6
40583961,24
40583986,8
40583995,63
40584059,34
40584094,25
40584120,1
40584122,182
40584305,1
40584307,12
40584321,4
40584326,1
40584328,1
40584330,11
40584342,6
40584349,8
40584358,1
40584360,23
40584384,15
40584400,8
40584409,1
40584411,7
40584419,5
40584425,5
40584431,12
40584444,11
40584456,3
40584460,6
40584467,10
40584478,7
40584486,1
40584488,14
40584503,20
40584524,1
40584526,12
40584539,12
40584552,1
40584554,5
40584560,3
40584565,20
40584586,1
40584588,43
40584632,22
40584655,20
40584676,2
40584679,6
40584686,3
40584690,5
40584696,7
40584704,8
40584713,16
40584730,11
40584742,11
40584754,1
40584756,11
40584768,7
40584776,6
40584783,40
40584824,26
40584851,12
40584864,13
40584878,5
40584884,2
40584887,16
40584905,8
40584914,5
40584920,10
40584931,98
40585030,9
40585040,56
40585097,102
40585200,18
40585219,28
40585248,1
40585250,55
40585306,115
40585422,22
40585445,13
40585459,7
40585467,7
40585475,36
40585512,17
40585530,7
40585538,6
40585545,20
40585566,8
40585575,29
40585605,3
40585609,1
40585611,4
40585616,9
40585626,9
40585636,7
40585644,1
40585647,6
40585655,6
40585662,21
40585684,1
40585686,29
40585716,2
40585719,1
40585721,1
40585723,1
40585725,1
40585727,1
40585729,1
40585731,7
40585739,26
40585766,18
40585785,16
40585802,34
40585840,13
40585854,1
40585856,2
40585860,2
40585864,3
40585868,2
40585871,2
40585874,1
40585918,4
40585926,13
40585940,1
40585942,2
40585946,2
40585950,3
40585954,2
40585957,2
40585960,1
40586004,4
40586018,1
40586020,1
40586022,18
40586041,17
40586070,1
40586072,1
40586074,36
40586130,2
40586134,2
40586140,1
40586144,1
40586148,2
40586152,1
40586156,2
40586162,1
40586168,4
40586173,3
40586177,12
40586190,1
40586192,15
40586208,9
40586218,2
40586221,1
40586223,3
40586227,4
40586232,2
40586235,24
40586260,18
40586279,14
40586294,11
40586306,1
40586308,4
40586313,3
40586317,42
40586360,1
40586362,12
40586375,1
40586377,7
40586385,1
40586387,4
40586392,12
40586405,8
40586414,4
40586419,7
40586427,5
40586433,3
40586437,35
40586473,88
40586562,53
40586616,7
40586624,17
40586642,37
40586680,66
40586747,18
40586766,66
40586833,4
40586838,8
40586847,46
40586894,30
40586925,19
40586945,26
40586972,10
40586983,6
40586991,1
40586993,22
40587016,2
40587019,13
40587033,29
40587063,3
40587067,1
40587069,31
40587101,11
40587113,7
40587121,1
40587123,1
40587125,14
40587140,1
40587142,5
40587148,5
40587154,11
40587166,1
40587168,1
40587170,6
40587177,3
40587181,13
40587195,6
40587202,31
40587234,1
40587236,25
40587263,1
40587265,14
40587280,22
40587303,24
40587328,78
40587407,10
40587418,10
40587429,1
40587431,9
40587441,1
40587443,7
40587451,1
40587453,29
40587483,1
40587485,1
40587487,3
40587491,9
40587501,1
40587503,1
40587505,6
40587512,4
40587517,63
40587581,7
40587589,11
40587601,6
40587609,33
40587643,1
40587645,8
40587654,1
40587656,1
40587658,3
40587662,20
40587683,124
40587808,15
40587824,32
40587857,92
40587950,35
40587986,55
40588042,2
40588045,28
40588074,12
40588087,70
40588158,1
40588161,4
40588166,3
40588170,2
40588173,15
40588192,13
40588206,1
40588208,2
40588212,2
40588216,3
40588220,2
40588223,2
40588226,1
40588270,4
40588278,13
40588292,1
40588294,2
40588298,2
40588302,3
40588306,2
40588309,2
40588312,1
40588356,4
40588370,1
40588372,1
40588374,36
40588422,1
40588424,1
40588426,36
40588482,2
40588486,2
40588492,1
40588496,1
40588500,2
40588504,1
40588508,2
40588514,1
40588521,5
40588527,10
40588538,1
40588540,47
40588589,27
40588617,1
40588619,1
40588621,62
40588684,16
40588701,31
40588733,51
40588785,1
40588787,7
40588795,3
40588799,15
40588815,29
40588845,19
40588865,53
40588919,1
40588921,1
40588923,24
40588948,2
40588951,1
40588953,5
40588959,6
40588966,2
40588969,3
40588973,1
40588975,22
40588998,7
40589006,1
40589008,1
40589010,11
40589022,11
40589034,1
40589036,9
40589046,42
40589089,15
40589105,29
40589135,33
40589169,4
40589174,6
40589181,1
40589183,1
40589185,5
40589191,3
40589195,9
40589205,1
40589207,6
40589215,4
40589220,104
40589325,34
40589360,129
40589490,39
40589530,32
40589563,27
40589591,53
40589645,4
40589650,1
40589652,1
40589654,1
40589656,2
40589659,8
40589668,15
40589684,1
40589686,11
40589698,10
40589709,7
40589717,1
40589719,22
40589742,1
40589744,3
40589748,7
40589756,8
40589765,25
40589791,4
40589796,18
40589815,25
40589841,10
40589853,11
40589865,26
40589892,2
40589895,24
40589920,13
40589935,61
40589997,44
40590042,1
40590044,1
40590046,5
40590052,14
40590067,8
40590076,8
40590085,1
40590087,19
40590107,7
40590115,14
40590130,5
40590136,9
40590146,5
40590152,3
40590156,19
40590176,14
40590191,9
40590201,5
40590207,1
40590209,1
40590211,1
40590213,14
40590228,2
40590231,1
40590233,3
40590237,6
40590244,6
40590251,40
40590292,1
40590294,1
40590296,1
40590298,4
40590303,6
40590310,3
40590314,1
40590316,1
40590318,7
40590327,29
40590357,4
40590362,4
40590367,3
40590371,1
40590373,1
40590375,8
40590384,8
40590393,12
40590406,17
40590424,31
40590456,6
40590463,5
40590469,33
40590503,5
40590509,9
40590519,21
40590544,13
40590558,1
40590560,2
40590564,2
40590568,3
40590572,2
40590575,2
40590578,1
40590622,4
40590630,13
40590644,1
40590646,2
40590650,2
40590654,3
40590658,2
40590661,2
40590664,1
40590708,4
40590722,1
40590724,1
40590726,6
40590733,29
40590774,1
40590776,1
40590778,36
40590834,2
40590838,2
40590844,1
40590852,2
40590856,1
40590860,2
40590866,1
40590872,159
40591032,114
40591147,438
40591586,62
40591649,21
40591671,25
40591697,82
40591780,381
40592162,204
40592367,10
40592378,53
40592432,101
40592534,524
40593059,109
40593186,2
40593190,2
40593196,1
40593204,2
40593208,1
40593212,2
40593218,1
40593224,34
40593259,72
40593332,96
40593429,39
40593469,4
40593474,27
40593502,157
40593660,17
40593678,125
40593804,31
40593836,61
40593898,61
40593960,155
40594116,19
40594136,14
40594151,1
40594153,36
40594190,84
40594275,36
40594312,1
40594314,23
40594338,217
40594556,45
40594603,18
40594622,24
40594647,106
40594754,26
40594781,1
40594783,21
40594805,3
40594809,30
40594840,3
40594844,7
40594852,11
40594864,7
40594872,37
40594910,103
40595014,65
40595080,92
40595173,21
40595195,1
40595197,41
40595239,281
40595538,2
40595542,2
40595548,1
40595550,1
40595552,1
40595556,2
40595560,1
40595564,2
40595568,1
40595570,1
40595576,127
40595704,605
40596310,266
40596577,181
40596759,214
40596974,62
40597037,484
40597522,330
40597853,19
40597896,20
40597917,5
40597923,4
40597928,5
40597934,1
40597937,3
40597943,7
40597951,2
40597954,7
40597962,4
40597967,6
40597976,1
40597980,1
40597982,5
40597988,6
40597995,1
40597997,2
40598000,2
40598006,4
40598011,1
40598013,1
40598015,3
40598020,28
40598050,2
40598053,5
40598059,2
40598062,3
40598066,8
40598076,2
40598079,10
40598090,1
40598092,1
40598094,1
40598096,5
40598102,7
40598110,16
40598127,2
40598130,5
40598137,5
40598143,8
40598152,19
40598172,1
40598175,4
40598180,7
40598188,21
40598210,3
40598214,6
40598221,9
40598231,7
40598239,1
40598241,5
40598247,6
40598254,7
40598262,6
40598269,4
40598274,2
40598277,19
40598297,2
40598301,3
40598305,10
40598316,4
40598321,1
40598323,3
40598327,5
40598333,1
40598335,1
40598337,2
40598340,2
40598343,6
40598350,1
40598352,4
40598357,2
40598360,7
40598368,2
40598371,2
40598374,3
40598379,1
40598381,8
40598390,1
40598392,1
40598394,10
40598405,28
40598436,2
40598439,4
40598444,3
40598448,12
40598461,2
40598465,5
40598471,4
40598476,1
40598479,1
40598482,1
40598484,1
40598486,4
40598491,1
40598493,3
40598497,17
40598515,4
40598523,2
40598526,4
40598531,4
40598536,29
40598566,8
40598575,3
40598579,1
40598582,1
40598585,17
40598604,5
40598612,2
40598615,5
40598621,4
40598626,2
40598629,17
40598647,39
40598688,1
40598690,10
40598701,1
40598703,2
40598707,3
40598711,3
40598716,4
40598721,4
40598726,1
40598728,8
40598737,4
40598742,3
40598746,4
40598751,3
40598755,1
40598761,3
40598765,1
40598767,10
40598778,12
40598791,17
40598810,7
40598818,3
40598822,4
40598828,2
40598831,2
40598834,1
40598836,9
40598846,1
40598848,1
40598851,3
40598855,1
40598858,1
40598860,4
40598865,7
40598874,10
40598885,4
40598890,8
40598899,1
40598901,5
40598907,1
40598909,1
40598911,1
40598913,29
40598943,3
40598947,3
40598951,2
40598955,3
40598960,4
40598965,5
40598972,3
40598976,2
40598980,3
40598985,9
40598995,3
40598999,7
40599007,2
40599010,1
40599012,2
40599015,2
40599018,1
40599020,3
40599024,3
40599028,1
40599030,12
40599043,3
40599047,20
40599068,4
40599073,1
40599075,10
40599089,3
40599093,7
40599101,2
40599106,4
40599113,6
40599120,1
40599122,4
40599127,1
40599129,9
40599139,4
40599144,2
40599147,3
40599151,4
40599156,3
40599160,6
40599167,4
40599172,3
40599176,21
40599198,1
40599201,1
40599203,6
40599210,6
40599217,6
40599224,6
40599232,13
40599246,1
40599248,2
40599251,5
40599257,12
40599271,5
40599277,5
40599283,2
40599286,3
40599290,7
40599298,1
40599300,2
40599303,19
40599324,2
40599327,3
40599331,3
40599335,3
40599339,2
40599343,2
40599346,9
40599356,1
40599359,2
40599362,2
40599365,2
40599368,4
40599373,1
40599375,3
40599381,2
40599384,2
40599387,5
40599393,1
40599395,1
40599397,2
40599400,1
40599402,3
40599406,2
40599409,1
40599411,2
40599414,1
40599416,1
40599418,1
40599420,1
40599422,5
40599428,2
40599432,34
40599468,5
40599474,3
40599479,13
40599493,1
40599495,7
40599503,2
40599506,12
40599519,2
40599522,1
40599524,6
40599531,20
40599552,2
40599555,22
40599578,1
40599580,12
40599594,4
40599600,4
40599605,8
40599614,3
40599618,1
40599620,9
40599630,14
40599648,5
40599654,1
40599656,5
40599662,9
40599672,4
40599678,9
40599688,17
40599706,2
40599709,1
40599711,4
40599716,3
40599720,4
40599726,9
40599738,6
40599745,6
40599752,4
40599757,3
40599761,1
40599763,5
40599769,7
40599778,5
40599784,2
40599787,2
40599790,3
40599794,2
40599797,1
40599799,1
40599803,4
40599808,3
40599813,24
40599838,6
40599845,8
40599854,6
40599862,4
40599867,6
40599874,1
40599876,1
40599879,2
40599882,6
40599889,9
40599899,1
40599903,1
40599905,1
40599907,1
40599909,4
40599914,3
40599918,17
40599936,3
40599940,22
40599963,2
40599967,1
40599969,1
40599971,3
40599975,7
40599983,1
40599986,6
40599993,1
40599995,4
40600000,22
40600023,4
40600028,10
40600039,7
40600049,2
40600053,3
40600058,1
40600060,2
40600063,5
40600069,1
40600072,19
40600092,4
40600097,2
40600100,1
40600103,6
40600111,12
40600124,6
40600133,4
40600138,4
40600143,2
40600146,2
40600149,3
40600154,11
40600166,4
40600171,5
40600177,2
40600182,8
40600191,9
40600220,4
40600242,2
40600246,2
40600252,1
40600254,1
40600256,1
40600260,2
40600264,1
40600268,2
40600272,1
40600274,1
40600280,7
40600288,92
40600381,50
40600432,41
40600474,342
40600817,119
40600937,56
40600994,34
40601029,60
40601090,94
40601185,8
40601194,40
40601235,279
40601515,89
40601605,140
40601746,138
40601885,691
40602594,2
40602598,2
40602604,1
40602606,1
40602608,1
40602612,2
40602616,1
40602620,2
40602624,1
40602626,1
40602632,34
40602667,73
40602741,28
40602770,212
40602983,59
40603043,1
40603045,27
40603073,42
40603116,191
40603308,284
40603593,83
40603677,54
40603732,70
40603803,60
40603864,340
40604205,201
40604407,411
40604819,109
40604946,2
40604950,2
40604956,1
40604958,1
40604960,1
40604964,2
40604968,1
40604972,2
40604976,1
40604978,1
40604984,24
40605009,58
40605068,186
40605255,470
40605726,255
40605982,33
40606016,44
40606061,37
40606099,15
40606115,4
40606120,26
40606147,1
40606149,11
40606161,1
40606163,6
40606170,47
40606218,7
40606226,9
40606236,10
40606247,30
40606278,8
40606287,41
40606329,11
40606341,52
40606394,21
40606416,17
40606434,8
40606443,31
40606475,40
40606516,17
40606534,1
40606536,16
40606553,7
40606561,10
40606573,289
40606863,4
40606868,1
40606870,6
40606877,38
40606916,18
40606935,17
40606953,1
40606955,13
40606969,1
40606971,26
40606998,282
40607298,2
40607302,2
40607308,1
40607310,1
40607312,1
40607316,2
40607320,1
40607324,2
40607328,1
40607330,1
40607337,6
40607344,2
40607347,10
40607358,29
40607388,20
40607409,8
40607418,71
40607490,8
40607499,4
40607504,7
40607512,13
40607526,1
40607528,9
40607538,16
40607555,5
40607561,19
40607581,22
40607604,37
40607642,4
40607647,33
40607681,6
40607689,1
40607691,4
40607697,20
40607718,214
40607933,30
40607964,1
40607967,4
40607972,6
40607979,8
40607988,2
40607991,22
40608014,15
40608030,37
40608068,27
40608096,6
40608103,12
40608116,43
40608161,1
40608163,7
40608171,1
40608173,23
40608197,62
40608260,49
40608310,9
40608320,7
40608328,48
40608377,18
40608396,2
40608399,8
40608408,26
40608435,15
40608451,17
40608469,13
40608483,7
40608491,4
40608496,3
40608500,1
40608502,4
40608507,7
40608515,35
40608551,43
40608595,42
40608638,7
40608646,11
40608658,5
40608664,47
40608712,70
40608783,35
40608819,36
40608856,33
40608890,12
40608903,19
40608923,47
40608971,22
40608994,2
40608997,12
40609010,8
